               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 164,            0.042052,              0.0139,            0.013709,             0.25896,             0.11416,            0.076353,            0.045928,            0.064908,            0.016715,            0.091222,            0.004621,            0.004621,            0.004621
                 165,            0.042872,            0.014259,            0.014242,             0.27081,             0.11517,            0.072007,            0.042372,            0.065097,            0.017248,            0.090393,            0.004588,            0.004588,            0.004588
                 166,            0.043315,             0.01426,            0.014404,             0.40469,            0.085702,            0.089833,            0.056344,            0.063632,             0.01717,            0.089379,            0.004555,            0.004555,            0.004555
                 167,            0.041908,            0.013565,            0.014064,             0.25358,             0.13885,            0.096669,            0.056098,            0.064157,            0.017194,            0.090506,            0.004522,            0.004522,            0.004522
                 168,            0.043907,            0.014425,            0.014239,             0.51867,            0.069495,            0.092595,              0.0568,            0.064655,            0.017532,            0.091133,            0.004489,            0.004489,            0.004489
                 169,            0.043218,            0.014312,            0.014683,             0.29144,            0.088763,            0.062808,            0.039743,            0.064627,            0.017168,            0.092759,            0.004456,            0.004456,            0.004456
                 170,            0.043192,            0.014174,            0.014031,             0.15951,              0.1515,            0.063804,            0.039686,            0.064622,            0.017692,            0.091191,            0.004423,            0.004423,            0.004423
                 171,            0.042031,            0.014145,            0.013839,             0.28987,             0.12304,            0.081632,            0.052598,            0.063555,            0.017142,            0.090438,             0.00439,             0.00439,             0.00439
                 172,            0.042051,            0.013514,            0.014182,             0.24671,             0.16816,            0.093665,            0.057435,            0.065175,             0.01783,            0.090043,            0.004357,            0.004357,            0.004357
                 173,             0.04241,             0.01366,            0.014314,             0.46061,            0.076607,            0.090817,            0.059813,             0.06478,            0.017552,            0.090071,            0.004324,            0.004324,            0.004324
                 174,            0.040863,            0.013205,            0.013861,             0.24803,             0.13435,            0.079796,            0.044595,            0.063879,            0.016993,            0.091253,            0.004291,            0.004291,            0.004291
                 175,            0.041842,            0.013763,            0.013066,             0.36392,             0.10127,            0.080848,            0.048665,            0.064552,            0.017103,            0.091711,            0.004258,            0.004258,            0.004258
                 176,            0.041715,            0.013553,             0.01391,             0.39557,            0.095775,            0.073999,            0.049612,            0.064827,            0.017437,            0.091886,            0.004225,            0.004225,            0.004225
                 177,            0.042286,            0.013536,            0.013933,             0.23275,             0.12228,            0.088487,            0.056108,            0.064107,            0.017851,             0.09145,            0.004192,            0.004192,            0.004192
                 178,            0.040926,            0.013771,            0.013885,             0.26751,             0.13086,            0.081992,            0.052329,            0.064558,            0.017432,            0.091872,            0.004159,            0.004159,            0.004159
                 179,            0.041621,            0.013678,              0.0136,             0.49943,            0.078782,            0.087257,            0.057846,            0.064784,             0.01717,            0.092777,            0.004126,            0.004126,            0.004126
                 180,            0.042488,            0.013058,            0.012438,             0.27146,             0.12864,            0.078826,            0.047407,            0.064633,            0.017413,            0.093074,            0.004093,            0.004093,            0.004093
                 181,            0.040682,            0.013038,            0.013341,             0.52451,            0.075526,            0.094425,            0.054342,            0.064852,            0.016858,            0.091757,             0.00406,             0.00406,             0.00406
                 182,            0.040715,            0.013484,            0.012852,              0.1676,             0.13649,            0.075087,            0.047422,            0.064514,            0.017351,            0.092669,            0.004027,            0.004027,            0.004027
                 183,            0.042142,            0.013881,            0.012337,             0.18186,             0.15307,            0.078278,            0.048525,            0.064263,            0.017272,            0.091452,            0.003994,            0.003994,            0.003994
                 184,            0.042294,            0.013792,            0.013508,             0.33939,             0.11533,            0.080899,            0.048819,            0.064904,             0.01753,            0.091232,            0.003961,            0.003961,            0.003961
                 185,            0.041925,            0.013333,            0.013034,             0.29334,             0.12576,            0.078004,            0.049307,            0.063824,            0.017455,            0.090993,            0.003928,            0.003928,            0.003928
                 186,            0.040866,              0.0139,            0.013522,            0.082472,              0.1784,            0.076195,            0.049736,            0.063026,            0.017336,            0.092489,            0.003895,            0.003895,            0.003895
                 187,            0.040632,            0.013865,            0.013581,             0.34165,             0.11424,            0.092373,            0.053509,            0.064475,            0.017277,            0.092459,            0.003862,            0.003862,            0.003862
                 188,            0.041591,            0.013927,            0.013275,             0.26052,             0.12394,            0.091989,            0.058529,            0.063613,            0.017254,            0.092015,            0.003829,            0.003829,            0.003829
                 189,            0.041868,            0.013844,            0.012273,             0.41826,              0.0859,            0.076774,            0.051465,            0.063673,            0.017748,            0.092249,            0.003796,            0.003796,            0.003796
                 190,            0.041315,            0.013577,            0.012143,             0.28041,             0.11499,             0.09403,            0.058237,            0.063768,             0.01761,            0.092021,            0.003763,            0.003763,            0.003763
                 191,            0.040511,            0.013048,            0.012228,             0.40648,            0.081382,             0.09347,            0.059081,            0.063966,            0.017341,            0.090912,             0.00373,             0.00373,             0.00373
                 192,            0.040624,            0.012999,             0.01203,             0.45557,            0.073306,            0.092275,            0.057576,            0.064503,            0.017698,            0.091982,            0.003697,            0.003697,            0.003697
                 193,            0.040547,            0.013385,            0.012877,             0.46805,            0.070869,            0.097608,            0.060032,            0.064055,            0.017197,            0.092137,            0.003664,            0.003664,            0.003664
                 194,            0.040412,             0.01309,            0.012497,             0.45922,             0.07441,            0.086824,            0.056163,            0.064254,            0.017654,            0.091784,            0.003631,            0.003631,            0.003631
                 195,            0.041227,            0.013775,            0.012671,             0.38097,             0.10471,            0.095601,            0.060031,            0.064188,            0.017819,            0.092253,            0.003598,            0.003598,            0.003598
                 196,            0.041976,            0.013272,            0.011931,             0.40201,            0.081916,            0.090637,            0.056353,            0.064396,            0.017593,            0.092059,            0.003565,            0.003565,            0.003565
                 197,            0.039851,            0.013064,            0.013281,             0.36365,            0.093184,            0.085433,            0.052319,            0.063454,            0.017511,             0.09305,            0.003532,            0.003532,            0.003532
                 198,            0.039244,            0.013007,            0.011848,              0.3315,            0.093533,             0.09409,            0.060593,            0.064038,            0.017329,            0.092783,            0.003499,            0.003499,            0.003499
                 199,            0.040539,             0.01295,            0.012446,              0.2062,             0.16206,             0.10259,             0.06584,            0.063962,            0.017204,             0.09417,            0.003466,            0.003466,            0.003466
                 200,            0.040419,            0.012972,            0.012455,             0.27972,             0.12909,             0.10144,            0.065378,            0.064383,            0.017602,            0.092606,            0.003433,            0.003433,            0.003433
                 201,            0.039658,            0.012962,            0.012352,             0.26133,             0.12562,            0.097234,             0.06185,            0.063858,             0.01758,            0.092703,              0.0034,              0.0034,              0.0034
                 202,            0.039748,            0.013154,            0.011945,             0.39815,             0.10312,            0.098722,            0.059364,            0.064379,            0.018034,            0.092222,            0.003367,            0.003367,            0.003367
                 203,             0.04095,            0.013579,            0.012452,             0.47422,              0.1068,             0.11055,            0.064692,            0.063884,            0.018008,            0.092487,            0.003334,            0.003334,            0.003334
                 204,            0.038947,            0.012587,             0.01157,             0.52001,            0.098617,             0.10705,            0.065266,             0.06333,            0.017654,            0.092844,            0.003301,            0.003301,            0.003301
                 205,            0.039635,            0.012739,            0.012067,             0.37268,             0.10895,             0.11058,            0.065939,            0.063372,            0.017813,            0.094659,            0.003268,            0.003268,            0.003268
                 206,            0.039887,            0.013525,            0.011846,             0.17938,             0.16688,             0.10481,            0.069899,             0.06401,            0.018158,            0.094651,            0.003235,            0.003235,            0.003235
                 207,            0.040056,            0.013517,            0.011974,             0.44851,            0.088741,            0.097934,            0.061454,            0.064036,            0.017495,            0.093886,            0.003202,            0.003202,            0.003202
                 208,            0.038842,            0.013161,             0.01185,             0.36362,             0.10695,            0.085735,            0.054797,            0.063927,            0.017887,            0.094008,            0.003169,            0.003169,            0.003169
                 209,            0.040281,            0.013028,            0.011831,             0.53439,            0.075368,            0.098406,            0.060671,            0.063961,            0.017871,            0.094495,            0.003136,            0.003136,            0.003136
                 210,              0.0393,            0.012972,            0.011658,             0.40563,            0.090395,            0.096502,            0.060561,            0.063887,            0.017492,            0.093591,            0.003103,            0.003103,            0.003103
                 211,             0.03908,            0.013795,            0.011556,             0.44436,            0.086034,            0.094935,            0.059386,            0.064136,            0.017911,            0.092733,             0.00307,             0.00307,             0.00307
                 212,            0.039772,            0.013259,            0.012075,             0.50444,            0.089896,            0.096999,            0.062099,            0.063874,            0.017452,            0.092285,            0.003037,            0.003037,            0.003037
                 213,            0.040383,            0.013079,            0.012345,             0.45196,            0.084518,            0.090941,            0.061027,            0.063347,            0.017608,            0.093426,            0.003004,            0.003004,            0.003004
                 214,             0.03887,             0.01271,            0.011665,              0.2426,             0.14312,            0.086426,            0.056653,            0.063201,            0.017693,            0.093751,            0.002971,            0.002971,            0.002971
                 215,            0.039373,            0.012799,            0.011872,             0.51051,            0.088543,             0.09736,            0.065309,            0.063094,            0.017387,            0.090786,            0.002938,            0.002938,            0.002938
                 216,             0.04054,            0.013157,            0.011137,             0.45407,            0.090369,             0.10511,            0.069742,            0.062736,            0.017479,            0.091168,            0.002905,            0.002905,            0.002905
                 217,            0.037836,            0.012823,             0.01151,             0.36416,              0.1225,             0.10764,            0.071873,             0.06263,            0.018065,            0.091823,            0.002872,            0.002872,            0.002872
                 218,            0.038137,            0.013452,            0.010566,             0.42535,            0.097077,            0.090874,            0.058804,            0.063206,            0.018165,            0.091939,            0.002839,            0.002839,            0.002839
                 219,            0.039063,            0.012879,            0.010855,             0.43149,             0.11042,             0.11243,            0.065386,            0.063246,            0.017858,              0.0927,            0.002806,            0.002806,            0.002806
                 220,            0.038617,            0.012221,            0.011072,             0.53542,             0.10392,             0.10046,            0.061825,             0.06355,            0.017508,            0.092522,            0.002773,            0.002773,            0.002773
                 221,            0.038105,            0.012987,            0.010819,             0.40382,             0.11475,             0.10226,             0.06375,            0.063359,            0.017994,            0.092355,             0.00274,             0.00274,             0.00274
                 222,            0.038768,            0.013456,            0.011446,             0.38596,             0.11095,             0.10147,            0.065983,            0.062886,            0.017886,            0.091606,            0.002707,            0.002707,            0.002707
                 223,            0.038571,             0.01307,             0.01092,              0.3869,             0.11174,             0.10049,             0.06161,            0.063372,             0.01799,            0.094219,            0.002674,            0.002674,            0.002674
                 224,            0.038861,            0.012925,            0.010648,              0.3649,            0.099265,            0.095351,            0.057556,            0.063367,            0.017707,            0.094036,            0.002641,            0.002641,            0.002641
                 225,            0.038231,            0.013284,            0.010497,             0.34388,             0.12595,             0.11372,             0.06894,            0.063826,            0.017892,            0.093316,            0.002608,            0.002608,            0.002608
                 226,            0.039236,            0.012855,            0.010855,             0.36129,             0.11523,             0.11336,            0.070556,            0.063744,            0.017727,             0.09315,            0.002575,            0.002575,            0.002575
                 227,            0.038025,            0.013329,            0.010007,             0.47505,             0.10826,             0.11166,             0.06429,            0.063643,            0.017904,              0.0925,            0.002542,            0.002542,            0.002542
                 228,            0.038397,            0.012627,            0.010825,             0.40945,             0.11298,             0.11517,            0.070655,            0.063857,            0.018268,            0.092552,            0.002509,            0.002509,            0.002509
                 229,            0.039501,            0.013042,            0.010551,             0.31582,             0.13304,              0.1062,            0.069529,            0.063226,            0.017996,            0.091628,            0.002476,            0.002476,            0.002476
                 230,             0.03948,             0.01372,            0.010541,             0.35768,             0.12645,             0.11777,            0.075985,            0.063209,            0.017725,            0.092145,            0.002443,            0.002443,            0.002443
                 231,            0.038835,            0.012397,            0.011464,             0.30044,              0.1302,             0.10041,            0.063165,            0.063884,            0.018228,            0.092663,             0.00241,             0.00241,             0.00241
                 232,            0.038021,            0.012885,            0.010924,             0.24314,             0.13794,             0.11738,            0.067918,            0.063372,            0.017836,            0.092708,            0.002377,            0.002377,            0.002377
                 233,            0.037597,            0.012311,             0.01044,             0.24047,             0.14748,             0.11156,            0.063842,            0.063708,            0.018342,            0.094141,            0.002344,            0.002344,            0.002344
                 234,              0.0378,            0.012616,            0.010504,             0.19516,              0.1685,             0.10188,            0.068033,             0.06401,            0.018202,            0.094715,            0.002311,            0.002311,            0.002311
                 235,            0.037774,            0.012467,            0.010351,             0.48155,            0.082851,             0.10184,            0.067073,            0.064054,            0.018338,            0.095154,            0.002278,            0.002278,            0.002278
                 236,            0.038634,            0.012592,            0.010008,             0.37462,             0.12023,             0.11318,            0.069961,            0.063747,             0.01796,             0.09462,            0.002245,            0.002245,            0.002245
                 237,             0.03747,            0.012261,            0.010061,             0.45552,             0.11524,             0.12297,            0.077857,            0.063336,            0.018003,            0.095379,            0.002212,            0.002212,            0.002212
                 238,            0.036917,            0.012226,            0.010281,             0.36677,             0.13284,            0.097482,            0.058421,            0.063748,            0.017676,            0.094641,            0.002179,            0.002179,            0.002179
                 239,            0.038718,             0.01282,            0.010552,             0.34413,             0.11445,             0.10003,            0.062823,            0.063732,            0.017647,            0.093952,            0.002146,            0.002146,            0.002146
                 240,             0.03778,            0.013115,            0.010386,              0.4882,            0.080717,             0.09276,            0.060981,            0.063794,            0.017875,            0.093956,            0.002113,            0.002113,            0.002113
                 241,            0.036824,            0.011838,           0.0096946,             0.27956,             0.13156,             0.10483,             0.06994,             0.06365,            0.018005,            0.093772,             0.00208,             0.00208,             0.00208
                 242,            0.035722,              0.0116,           0.0094958,             0.40826,             0.11582,              0.1028,            0.070332,            0.063681,            0.018304,            0.094829,            0.002047,            0.002047,            0.002047
                 243,            0.038165,            0.012458,            0.010343,             0.34324,             0.11873,             0.10012,            0.068887,            0.063357,            0.018329,             0.09403,            0.002014,            0.002014,            0.002014
                 244,            0.036904,            0.012456,           0.0097059,             0.27023,             0.13275,            0.096431,            0.067171,            0.063348,            0.018241,            0.092939,            0.001981,            0.001981,            0.001981
                 245,            0.037115,            0.012183,           0.0098981,             0.37749,            0.092736,            0.099496,             0.07182,            0.063328,            0.018159,            0.094393,            0.001948,            0.001948,            0.001948
                 246,            0.037232,            0.012382,            0.009944,             0.29386,             0.11897,             0.09648,            0.065089,            0.063686,            0.018107,            0.094786,            0.001915,            0.001915,            0.001915
                 247,             0.03691,            0.012593,           0.0099031,             0.45583,             0.10151,             0.11293,            0.073623,            0.064043,            0.018256,             0.09458,            0.001882,            0.001882,            0.001882
                 248,            0.037126,            0.011666,           0.0097836,             0.48887,             0.10036,             0.11922,            0.073427,            0.063661,             0.01833,            0.095028,            0.001849,            0.001849,            0.001849
                 249,            0.036378,            0.011889,           0.0096723,             0.38284,             0.10909,             0.10941,            0.072842,            0.063361,            0.018475,             0.09524,            0.001816,            0.001816,            0.001816
                 250,            0.037639,            0.012763,            0.010182,             0.26402,             0.10756,             0.08058,            0.052045,            0.063355,            0.018025,            0.095711,            0.001783,            0.001783,            0.001783
                 251,            0.035466,            0.012153,           0.0099686,             0.33362,             0.10708,            0.083759,            0.052952,            0.063481,            0.018186,            0.095456,             0.00175,             0.00175,             0.00175
                 252,            0.035463,            0.011833,           0.0091958,             0.29338,             0.12132,            0.091446,            0.060184,            0.063575,             0.01823,            0.096324,            0.001717,            0.001717,            0.001717
                 253,            0.036797,             0.01211,            0.010534,             0.22316,             0.14015,            0.085054,            0.054262,            0.063371,            0.018434,            0.095937,            0.001684,            0.001684,            0.001684
                 254,            0.035739,            0.012006,           0.0097319,             0.23216,             0.14541,            0.095655,            0.057787,            0.063134,            0.018096,            0.094649,            0.001651,            0.001651,            0.001651
                 255,            0.036361,            0.012245,           0.0092185,             0.28559,             0.12581,             0.10843,            0.059938,            0.063289,             0.01822,             0.09589,            0.001618,            0.001618,            0.001618
                 256,            0.036839,            0.012228,           0.0098058,             0.23641,             0.12371,            0.097327,            0.061061,            0.063586,            0.018037,            0.096617,            0.001585,            0.001585,            0.001585
                 257,            0.037136,            0.012358,            0.009862,             0.37104,              0.1068,             0.10822,            0.070504,            0.063843,            0.018139,            0.096619,            0.001552,            0.001552,            0.001552
                 258,            0.036311,            0.012419,           0.0096611,             0.38386,             0.11047,             0.11419,            0.073982,            0.063271,            0.017939,            0.096474,            0.001519,            0.001519,            0.001519
                 259,             0.03674,            0.012684,           0.0095255,             0.42321,             0.10702,             0.11798,            0.077137,             0.06366,            0.018178,            0.095618,            0.001486,            0.001486,            0.001486
                 260,             0.03606,            0.011743,            0.009447,             0.48434,             0.10701,             0.11857,            0.079756,            0.063328,            0.018159,            0.095473,            0.001453,            0.001453,            0.001453
                 261,            0.036192,            0.012017,           0.0094887,             0.41865,             0.11211,             0.11058,            0.071444,            0.063549,            0.018082,            0.096262,             0.00142,             0.00142,             0.00142
                 262,            0.036916,             0.01233,           0.0099879,             0.28627,             0.12849,             0.10091,            0.065769,            0.063941,            0.018018,            0.096609,            0.001387,            0.001387,            0.001387
                 263,            0.036738,            0.012579,           0.0093535,             0.29018,             0.12138,            0.098642,            0.066341,             0.06379,            0.018079,            0.096582,            0.001354,            0.001354,            0.001354
                 264,            0.035773,            0.012138,           0.0089392,             0.35828,             0.11415,             0.10501,            0.072546,            0.063425,              0.0179,            0.096058,            0.001321,            0.001321,            0.001321
                 265,            0.035688,            0.011838,           0.0095245,             0.29727,             0.14213,             0.11145,            0.077492,            0.063206,            0.017883,            0.096708,            0.001288,            0.001288,            0.001288
                 266,            0.035014,            0.011708,           0.0091445,             0.26195,             0.15292,             0.10545,            0.069455,            0.063572,            0.018107,            0.096935,            0.001255,            0.001255,            0.001255
                 267,            0.036132,            0.012608,            0.009583,             0.48528,            0.079773,              0.1036,            0.068039,            0.063896,            0.018441,            0.096707,            0.001222,            0.001222,            0.001222
                 268,            0.035505,            0.011846,           0.0094698,             0.31226,             0.12511,            0.098817,            0.064029,            0.063866,            0.018132,             0.09608,            0.001189,            0.001189,            0.001189
                 269,             0.03702,            0.012022,           0.0091016,             0.33536,             0.12475,             0.10296,            0.064503,            0.063496,            0.018177,            0.096689,            0.001156,            0.001156,            0.001156
                 270,            0.035927,            0.011944,           0.0091459,             0.34301,             0.11788,             0.10043,            0.066253,            0.063388,            0.018114,            0.096765,            0.001123,            0.001123,            0.001123
                 271,             0.03466,             0.01161,           0.0090856,             0.44276,             0.11732,             0.10952,            0.069295,            0.063701,            0.018212,            0.096763,             0.00109,             0.00109,             0.00109
                 272,            0.035515,            0.011542,           0.0089896,             0.42209,             0.11381,              0.1129,             0.07299,            0.063969,            0.018076,            0.096509,            0.001057,            0.001057,            0.001057
                 273,            0.035202,            0.011831,           0.0088853,             0.39518,             0.11192,              0.1122,            0.072825,            0.063911,            0.018081,            0.096837,            0.001024,            0.001024,            0.001024
                 274,            0.034343,            0.010948,           0.0083579,             0.35924,            0.096162,             0.10082,            0.068522,            0.063838,            0.018288,            0.095434,            0.000991,            0.000991,            0.000991
                 275,            0.035901,            0.012224,           0.0088855,             0.27174,             0.12576,             0.10569,            0.070554,            0.063856,            0.018181,            0.095954,            0.000958,            0.000958,            0.000958
                 276,            0.034335,            0.011702,           0.0084054,             0.24543,              0.1352,             0.10515,            0.068332,            0.063579,            0.018145,            0.096169,            0.000925,            0.000925,            0.000925
                 277,            0.035389,            0.012662,           0.0094604,             0.21561,             0.13335,            0.097017,            0.066015,            0.063805,            0.018122,            0.096678,            0.000892,            0.000892,            0.000892
                 278,            0.034909,            0.012557,           0.0085852,               0.333,             0.11373,             0.11004,            0.070165,            0.063686,            0.017775,            0.096953,            0.000859,            0.000859,            0.000859
                 279,            0.036015,            0.012945,           0.0086803,              0.3499,             0.11096,             0.10198,            0.064936,            0.063373,            0.017795,             0.09697,            0.000826,            0.000826,            0.000826
                 280,             0.03508,            0.012578,           0.0092262,             0.33302,             0.11455,             0.10612,            0.067316,            0.063345,            0.017902,            0.096758,            0.000793,            0.000793,            0.000793
                 281,            0.034618,            0.012211,           0.0087226,             0.37486,             0.10912,             0.11618,            0.076936,            0.063702,            0.018221,            0.096926,             0.00076,             0.00076,             0.00076
                 282,             0.03469,            0.012081,           0.0089878,             0.37793,             0.10992,             0.11327,            0.075017,            0.063669,            0.018322,            0.096469,            0.000727,            0.000727,            0.000727
                 283,            0.034173,            0.012012,           0.0087615,             0.38217,             0.10809,             0.11797,            0.076066,              0.0636,            0.018456,            0.096248,            0.000694,            0.000694,            0.000694
                 284,            0.035027,            0.011654,           0.0085417,             0.36289,             0.11998,             0.10749,            0.073275,            0.063472,            0.018506,            0.096248,            0.000661,            0.000661,            0.000661
                 285,            0.033783,            0.011857,           0.0083198,             0.36779,             0.11291,             0.10544,            0.072018,            0.063536,            0.018357,            0.096457,            0.000628,            0.000628,            0.000628
                 286,            0.035649,            0.012019,           0.0090135,              0.2297,             0.14464,             0.12118,            0.078913,            0.063454,            0.018065,            0.097126,            0.000595,            0.000595,            0.000595
                 287,            0.034868,            0.011811,           0.0083739,               0.263,             0.14576,             0.12028,            0.076551,            0.063395,            0.018099,            0.096852,            0.000562,            0.000562,            0.000562
                 288,            0.034292,             0.01195,           0.0083228,             0.39786,             0.10958,             0.12121,            0.075219,            0.063358,            0.018107,            0.096943,            0.000529,            0.000529,            0.000529
                 289,            0.035551,            0.011783,            0.008564,             0.38323,             0.10731,             0.11619,            0.073298,            0.063305,            0.018073,             0.09709,            0.000496,            0.000496,            0.000496
                 290,            0.034288,             0.01118,           0.0083742,              0.3608,             0.10965,             0.11228,            0.071216,            0.063138,            0.018188,            0.097162,            0.000463,            0.000463,            0.000463
                 291,            0.035395,            0.011672,           0.0084213,             0.33168,             0.10956,             0.11365,            0.071386,            0.063176,            0.018248,            0.097894,             0.00043,             0.00043,             0.00043
                 292,            0.033866,            0.011153,           0.0084155,             0.33926,             0.11939,             0.11753,            0.078444,             0.06317,             0.01834,            0.098074,            0.000397,            0.000397,            0.000397
                 293,            0.033673,            0.011105,           0.0093699,             0.30939,             0.11474,             0.11281,             0.07327,            0.063263,            0.018467,            0.097982,            0.000364,            0.000364,            0.000364
                 294,            0.035451,            0.012539,           0.0082583,             0.32628,             0.11472,             0.11169,            0.072006,            0.063287,            0.018553,            0.097752,            0.000331,            0.000331,            0.000331
                 295,             0.03402,            0.011655,           0.0082139,             0.30213,             0.11538,             0.11135,             0.07101,            0.063288,            0.018445,            0.097655,            0.000298,            0.000298,            0.000298
                 296,            0.033353,             0.01173,            0.008733,             0.33193,             0.11632,             0.11152,            0.071752,            0.063274,            0.018329,            0.097887,            0.000265,            0.000265,            0.000265
                 297,            0.034552,            0.011967,           0.0089014,             0.33588,             0.11631,             0.11218,            0.072597,            0.063213,            0.018296,            0.097669,            0.000232,            0.000232,            0.000232
                 298,            0.034112,            0.011562,           0.0087076,             0.35754,             0.10937,             0.11214,            0.072973,            0.063249,            0.018356,            0.097534,            0.000199,            0.000199,            0.000199
                 299,            0.032944,            0.011485,           0.0085106,             0.37021,             0.10954,             0.11282,            0.073646,            0.063336,            0.018322,            0.097601,            0.000166,            0.000166,            0.000166
